007-18, g, 198.8477324684, 
007-19, f, 275.8695259001, 
007-20, f, 483.4738133138, 
007-21, f, 186.8183165595, 
007-22, g, 125.1626319396, 
007-23, f, 147.2660078505, 
007-24, f, 240.2520145266, 
007-25, f, 145.3849914323, 
007-26, f, 153.2904534096, 
007-27, f, 193.1258735426, 
007-28, f, 225.0504873918, 
007-29, f, 335.5427327047, 
007-30, f, 275.2275453086, 
007-31, f, 267.1562783672, 
007-32, f, 151.2882322215, 
007-33, f, 250.3542165322, 
007-34, g, 119.2313884408, 
007-35, g, 127.7154992896, 
007-36, g, 107.5801437259, 
007-37, g, 104.9304218818, 
007-38, f, 133.2328805559, 
007-39, g, 167.6985945977, 
007-40, f, 252.2694873443, 
007-41, g, 111.1189388820, 
007-42, f, 166.2675293650, 
007-43, g, 104.1475841783, 
007-44, g, 178.7429083710, 
007-45, f, 193.2105940773, 
008-01, g, 97.5225014112, 
008-02, f, 110.9391206052, 
008-03, g, 66.8831056634, 
008-04, f, 180.1555708826, 
008-05, g, 60.7931277064, 
008-06, f, 72.3771282577, 
008-07, f, 103.0757200828, 
008-08, g, 73.8001593699, 
008-09, g, 63.7068821842, 
008-10, f, 90.1897103706, 
008-11, g, 90.2405933743, 
008-12, g, 76.2238516055, 
008-13, f, 190.0326849571, 
008-14, f, 196.0098417104, 
008-15, f, 161.0210251083, 
008-16, f, 125.2497591829, 
008-17, f, 233.7968501534, 
008-18, g, 57.8450591979, 
008-19, f, 128.2285754004, 
008-20, g, 129.0580786229, 
008-21, f, 107.5860438780, 
008-22, f, 198.4702187746, 
008-23, f, 92.4858242813, 
008-24, g, 55.3987328172, 
008-25, g, 66.0171935164, 
008-26, f, 81.4552368570, 
008-27, g, 65.7984991658, 
008-28, f, 83.1757260859, 
008-29, g, 49.7227093663, 
008-30, g, 54.5056816159, 
008-31, f, 128.2147238612, 
008-32, f, 74.8291085456, 
008-33, f, 123.5311716886, 
008-34, g, 68.4058252297, 
008-35, f, 59.2371531853, 
008-36, g, 57.3872433024, 
008-37, g, 59.4119339637, 
008-38, f, 61.2647952884, 
008-39, f, 150.1287524754, 
008-40, g, 69.8847855276, 
008-41, g, 68.9556489937, 
008-42, f, 80.6951796704, 
008-43, f, 122.2081675086, 
008-44, g, 54.1949858100, 
008-45, f, 95.0218987041, 
009-01, g, 116.3843007035, 
009-02, f, 390.0660617903, 
009-03, f, 417.4608128760, 
009-04, f, 303.2606798873, 
009-05, f, 299.4196586256, 
009-06, g, 328.7807705736, 
009-07, g, 382.3097189962, 
009-08, g, 211.4915670262, 
009-09, g, 289.0235061428, 
009-10, f, 463.2523956039, 
009-11, f, 386.3555828660, 
009-12, g, 129.8546091387, 
009-13, g, 252.1758064838, 
009-14, f, 381.1956818145, 
009-15, g, 214.4871688275, 
009-16, f, 278.8753694246, 
009-17, f, 277.1989348829, 
009-18, f, 215.9990936678, 
009-19, g, 140.9826351922, 
009-20, f, 389.7257884822, 
009-21, g, 365.7455276734, 
009-22, f, 302.2660709624, 
009-23, f, 375.3721467602, 
009-24, g, 246.1574946951, 
009-25, g, 175.4332176271, 
009-26, f, 281.8481128208, 
009-27, f, 317.4429230585, 
009-28, f, 336.2038422409, 
009-29, g, 449.0978806624, 
009-30, g, 268.5452114326, 
009-31, f, 319.3635898883, 
009-32, f, 348.1195846913, 
009-33, g, 314.7760374477, 
009-34, f, 291.8653933203, 
009-35, g, 512.1477330914, 
009-36, f, 512.3715415736, 
009-37, g, 249.2650118840, 
009-38, f, 341.5960760488, 
009-39, f, 323.5385975230, 
009-40, f, 467.8213366171, 
009-41, g, 286.4647621879, 
009-42, g, 249.5670776075, 
009-43, f, 628.5242716946, 
009-44, f, 299.6527879082, 
009-45, g, 146.4465401418, 
010-01, f, 498.4462086458, 
010-02, f, 440.8972309299, 
010-03, f, 391.6487992431, 
010-04, g, 80.5151763973, 
010-05, f, 240.0533628037, 
010-06, g, 94.4702360946, 
010-07, g, 91.6937137348, 
010-08, f, 128.9192859942, 
010-09, f, 362.4069442123, 
010-10, g, 96.5556311395, 
010-11, f, 232.1899284653, 
010-12, f, 83.3147761149, 
010-13, g, 98.5619772514, 
010-14, g, 95.0354209972, 
010-15, f, 202.6132826292, 
010-16, g, 95.2776756541, 
010-17, g, 153.7328855461, 
010-18, f, 198.3603105883, 
010-19, f, 588.2251106549, 
010-20, f, 275.6026000815, 
010-21, f, 238.5060909587, 
010-22, f, 194.3117471106, 
010-23, f, 108.1870366644, 
010-24, f, 515.0847734063, 
010-25, f, 191.1803927558, 
010-26, f, 123.8210829026, 
010-27, g, 87.8948630680, 
010-28, f, 136.2276704256, 
010-29, f, 247.6775890241, 
010-30, g, 154.7080955583, 
010-31, f, 236.8590774844, 
010-32, f, 123.7044399213, 
010-33, g, 118.1264861033, 
010-34, g, 79.6299909359, 
010-35, f, 128.9374666981, 
010-36, g, 84.8710773649, 
010-37, g, 79.4342549120, 
010-38, f, 111.8564349325, 
010-39, f, 147.2496475006, 
010-40, g, 87.5124626321, 
010-41, g, 84.9891473779, 
010-42, g, 107.9860770444, 
010-43, g, 153.6885287941, 
010-44, g, 105.2290798622, 
010-45, g, 120.2452233250, 
011-01, g, 233.3536352737, 
011-02, f, 827.4391281288, 
011-03, g, 175.0397964804, 
011-04, g, 120.6282615825, 
011-05, f, 813.6993806498, 
011-06, f, 751.5524407916, 
011-07, g, 573.0889377053, 
011-08, g, 135.9200973059, 
011-09, f, 939.6663198922, 
011-10, f, 680.4508416852, 
011-11, g, 97.8910097411, 
011-12, f, 349.5672560922, 
011-13, f, 1691.0301023946, 
011-14, g, 176.9272624856, 
011-15, f, 1690.2565171306, 
011-16, g, 128.6870805723, 
011-17, f, 566.3212576787, 
011-18, g, 590.6389466254, 
011-19, g, 96.4216208236, 
011-20, f, 1912.1605312474, 
011-21, f, 769.7448999729, 
011-22, f, 455.1362654574, 
011-23, g, 131.3733785809, 
011-24, f, 539.9237551041, 
011-25, f, 579.0393975889, 
011-26, g, 349.2026129043, 
011-27, f, 546.0307918947, 
011-28, f, 863.6353489927, 
011-29, g, 132.6932830640, 
011-30, f, 733.9929452671, 
011-31, f, 753.4212387265, 
011-32, f, 437.3850994885, 
011-33, g, 305.4006932021, 
011-34, f, 799.6540182619, 
011-35, f, 1743.1418467534, 
011-36, g, 116.3197683761, 
011-37, f, 672.1766892218, 
011-38, f, 848.6208166300, 
011-39, f, 985.1318730532, 
011-40, g, 183.0856480175, 
011-41, g, 129.0349576765, 
011-42, g, 561.9424198773, 
011-43, g, 574.2931727002, 
011-44, f, 1481.6303087782, 
011-45, g, 120.4714433392, 
012-01, g, 81.8159512380, 
012-02, f, 402.7348433216, 
012-03, f, 274.0633949570, 
012-04, g, 66.3309647507, 
012-05, f, 352.7581782427, 
012-06, f, 367.7531475757, 
012-07, f, 273.9609144792, 
012-08, f, 220.2790510164, 
012-09, f, 475.1204383372, 
012-10, g, 68.1673166708, 
012-11, g, 84.9361167072, 
012-12, f, 214.8592936243, 
012-13, g, 188.6971517648, 
012-14, g, 82.3859566914, 
012-15, f, 375.4611164418, 
012-16, g, 67.3068509349, 
012-17, f, 359.5518455072, 
012-18, f, 162.5529298593, 
012-19, f, 400.0195930685, 
012-20, f, 236.8206129294, 
012-21, f, 283.5548187952, 
012-22, g, 81.4005619407, 
012-23, g, 64.7345512877, 
012-24, g, 71.3095889256, 
012-25, g, 70.6058173399, 
012-26, g, 91.6932855599, 
012-27, f, 282.7217721239, 
012-28, f, 432.3107822109, 
012-29, f, 213.5342004831, 
012-30, g, 67.8046661035, 
012-31, g, 233.8660787294, 
012-32, f, 176.5178231068, 
012-33, g, 87.1934305608, 
012-34, f, 400.6895964238, 
012-35, f, 370.9174824742, 
012-36, g, 198.1882414521, 
012-37, f, 307.6374614304, 
012-38, g, 62.9402567827, 
012-39, g, 77.9260015056, 
012-40, f, 322.6576120637, 
012-41, g, 74.6332810120, 
012-42, f, 297.3705761456, 
012-43, f, 229.5642711863, 
012-44, g, 66.5318292281, 
012-45, f, 238.7248487747, 
013-01, f, 399.9286889055, 
013-02, g, 181.8074161000, 
013-03, g, 244.8984861884, 
013-04, g, 184.2187663690, 
013-05, g, 114.4281392925, 
013-06, f, 482.7076653584, 
013-07, f, 434.3741684303, 
013-08, g, 225.9446635052, 
013-09, f, 317.0844977494, 
013-10, g, 118.3858995444, 
013-11, f, 351.2848890688, 
013-12, f, 300.7540760984, 
013-13, g, 168.7962541601, 
013-14, g, 233.0765958607, 
013-15, g, 108.1839065034, 
013-16, f, 325.3813362554, 
013-17, f, 350.7308349765, 
013-18, f, 336.7071912284, 
013-19, f, 221.4477851342, 
013-20, f, 391.0848044569, 
013-21, f, 276.4496805835, 
013-22, g, 190.9988930295, 
013-23, f, 682.5555160992, 
013-24, f, 285.1388845902, 
013-25, f, 639.8463444302, 
013-26, f, 340.1750154195, 
013-27, f, 434.1682111971, 
013-28, f, 334.9048988982, 
013-29, g, 201.5939009859, 
013-30, f, 243.6575768736, 
013-31, g, 129.0839077497, 
013-32, f, 267.9482156407, 
013-33, g, 135.5625062720, 
013-34, f, 726.0521745757, 
013-35, f, 492.4620203868, 
013-36, f, 496.0902415252, 
013-37, f, 581.5032762590, 
013-38, g, 140.6494626228, 
013-39, g, 176.4485057231, 
013-40, g, 120.3064874738, 
013-41, f, 458.1074139396, 
013-42, g, 203.0897252358, 
013-43, g, 215.2971426642, 
013-44, g, 131.2766176016, 
013-45, g, 198.7787717611, 
014-01, g, 197.7590860831, 
014-02, g, 213.2948116471, 
014-03, g, 186.8214181285, 
014-04, g, 164.4548473435, 
014-05, g, 189.2519882631, 
014-06, f, 394.5850621188, 
014-07, g, 220.8023082072, 
014-08, f, 567.8764447723, 
014-09, f, 331.7587971628, 
014-10, f, 279.3878842188, 
014-11, f, 627.2132041092, 
014-12, f, 491.5496288892, 
014-13, f, 303.0741484041, 
014-14, f, 295.5348461406, 
014-15, f, 445.0447736597, 
014-16, f, 446.3265351603, 
014-17, g, 183.1374936663, 
014-18, g, 224.1462381314, 
014-19, g, 204.4105439944, 
014-20, g, 174.0456485583, 
014-21, f, 521.3087835112, 
014-22, f, 576.3180773866, 
014-23, f, 595.5736484146, 
014-24, g, 173.1755313583, 
014-25, f, 583.0277523848, 
014-26, g, 145.3755031204, 
014-27, g, 171.0001131627, 
014-28, f, 546.2159447624, 
014-29, f, 255.8392824166, 
014-30, f, 323.2958467786, 
014-31, f, 391.7903131693, 
014-32, g, 205.9886834667, 
014-33, g, 188.3900301902, 
014-34, f, 581.2143020266, 
014-35, f, 556.9717108625, 
014-36, f, 448.7518504896, 
014-37, g, 330.4143658151, 
014-38, g, 175.2465421952, 
014-39, g, 157.5777196312, 
014-40, f, 472.5582572209, 
014-41, f, 394.8128614208, 
014-42, g, 174.8611613215, 
014-43, g, 205.0967525897, 
014-44, f, 324.0787831971, 
014-45, f, 611.9160646694, 
015-01, f, 131.3532944366, 
015-02, f, 140.8817718794, 
015-03, f, 145.7388946182, 
015-04, g, 112.6106773677, 
015-05, f, 154.1204581893, 
015-06, g, 70.8901427614, 
015-07, g, 151.8378272585, 
015-08, f, 91.8584139639, 
015-09, f, 96.2621017300, 
015-10, f, 137.7645275574, 
015-11, g, 75.0732894573, 
015-12, f, 88.6078535032, 
015-13, f, 191.9685003463, 
015-14, f, 178.5372477192, 
015-15, g, 94.9318715330, 
015-16, g, 222.2638575708, 
015-17, f, 223.8845037207, 
015-18, f, 82.0496722318, 
015-19, g, 80.8106494127, 
015-20, f, 230.5555520402, 
015-21, f, 268.6494783130, 
015-22, f, 181.7214900574, 
015-23, f, 131.3835618773, 
015-24, g, 77.4726583714, 
015-25, g, 103.3101965613, 
015-26, g, 202.2343030184, 
015-27, f, 255.3689437805, 
015-28, f, 133.8643720175, 
015-29, f, 359.1430567967, 
015-30, g, 120.9715041841, 
015-31, f, 478.7678220764, 
015-32, g, 88.5617114750, 
015-33, f, 301.2368730773, 
015-34, g, 93.5856231498, 
015-35, g, 67.9751636221, 
015-36, f, 174.4274741727, 
015-37, g, 58.3860852732, 
015-38, g, 99.3797633225, 
015-39, g, 206.5552687690, 
015-40, f, 291.4485379795, 
015-41, g, 151.2133319430, 
015-42, g, 90.3094708557, 
015-43, g, 130.0904171820, 
015-44, f, 269.8951206660, 
015-45, f, 101.9020071735, 
016-01, f, 26.8455527038, 
016-02, f, 20.9011410156, 
016-03, f, 24.3852190305, 
016-04, f, 44.8514641826, 
016-05, f, 27.1701052586, 
016-06, g, 13.8768856951, 
016-07, f, 30.5545992850, 
016-08, f, 26.0788590834, 
016-09, g, 20.2771679384, 
016-10, g, 13.7263025826, 
016-11, g, 19.7170449154, 
016-12, g, 15.3202038836, 
016-13, g, 15.4179531992, 
016-14, f, 35.5195549916, 
016-15, g, 25.5870466453, 
016-16, f, 21.3413617005, 
016-17, g, 18.0736851722, 
016-18, f, 25.5273589268, 
016-19, f, 45.2400474752, 
016-20, f, 31.5635137211, 
016-21, g, 15.7370352543, 
016-22, g, 14.3593569389, 
016-23, g, 17.4804915167, 
016-24, f, 26.9521126521, 
016-25, f, 25.2280146316, 
016-26, f, 22.7181097930, 
016-27, f, 25.1008447337, 
016-28, g, 16.0697027815, 
016-29, g, 17.7936774797, 
016-30, f, 59.8417289518, 
016-31, f, 24.1475982751, 
016-32, f, 49.9195431139, 
016-33, g, 22.9651209665, 
016-34, f, 59.5441950471, 
016-35, g, 31.1486362105, 
016-36, g, 13.8383024441, 
016-37, g, 27.9736442081, 
016-38, f, 20.4120444738, 
016-39, f, 23.7655473506, 
016-40, g, 15.2002488455, 
016-41, f, 28.9415165324, 
016-42, f, 55.2242981014, 
016-43, f, 21.0743178790, 
016-44, g, 14.7768905920, 
016-45, g, 16.1021862710, 
017-01, g, 45.8892441466, 
017-02, g, 33.7131110142, 
017-03, g, 28.0857860118, 
017-04, g, 28.1996991607, 
017-05, f, 48.8266380374, 
017-06, f, 50.4544935081, 
017-07, f, 99.8023174081, 
017-08, f, 45.1607201829, 
017-09, g, 25.2359383421, 
017-10, g, 23.2479246593, 
017-11, f, 91.6646359504, 
017-12, f, 161.0954782220, 
017-13, f, 45.7933705158, 
017-14, g, 29.9223741345, 
017-15, g, 23.1818079685, 
017-16, f, 62.4038027689, 
017-17, g, 48.2660700229, 
017-18, f, 35.5123785909, 
017-19, f, 149.3751281359, 
017-20, g, 27.7671714243, 
017-21, f, 34.8512470206, 
017-22, g, 24.1877055145, 
017-23, f, 51.3022155361, 
017-24, g, 43.8373994149, 
017-25, f, 35.6612321610, 
017-26, f, 46.6167310935, 
017-27, g, 35.8459302902, 
017-28, g, 33.9016278759, 
017-29, g, 51.3386227672, 
017-30, f, 39.0110091697, 
017-31, f, 33.6819565198, 
017-32, g, 21.0494695196, 
017-33, f, 83.3216613223, 
017-34, f, 99.8514989044, 
017-35, f, 50.9348587344, 
017-36, f, 91.9196608931, 
017-37, g, 22.4782011551, 
017-38, g, 29.2471934651, 
017-39, g, 23.1036117485, 
017-40, f, 38.9710462524, 
017-41, f, 46.7944598387, 
017-42, f, 34.2678331078, 
017-43, f, 121.7202748302, 
017-44, g, 25.5889418954, 
017-45, f, 49.0360230307, 
018-01, f, 248.9578629085, 
018-02, f, 169.9194134728, 
018-03, g, 105.0746314566, 
018-04, f, 384.7856430289, 
018-05, g, 129.9777960980, 
018-06, g, 114.4851548171, 
018-07, g, 120.8382586117, 
018-08, f, 345.1252120199, 
018-09, f, 181.7871903507, 
018-10, f, 183.7960814356, 
018-11, f, 355.8031312344, 
018-12, f, 229.2236135228, 
018-13, g, 103.9554323639, 
018-14, f, 204.7503794974, 
018-15, f, 219.9980326473, 
018-16, g, 99.7618054916, 
018-17, g, 159.0987207774, 
018-18, g, 101.6659853640, 
018-19, f, 453.2177577162, 
018-20, f, 394.0982604689, 
018-21, g, 107.2979766451, 
018-22, f, 373.6504920243, 
018-23, g, 171.0894284292, 
018-24, f, 257.7267207174, 
018-25, f, 276.0334429506, 
018-26, f, 167.8806758427, 
018-27, f, 313.1505676233, 
018-28, g, 165.6623040004, 
018-29, g, 227.7006297444, 
018-30, g, 157.4809417484, 
018-31, g, 107.0691862914, 
018-32, f, 392.5802566375, 
018-33, g, 104.7884815575, 
018-34, g, 99.5012850509, 
018-35, f, 320.6730054847, 
018-36, g, 96.1661964418, 
018-37, f, 168.3346417525, 
018-38, g, 134.2226058671, 
018-39, f, 204.0045869657, 
018-40, f, 274.5682295828, 
018-41, g, 105.5520712690, 
018-42, g, 226.8810924744, 
018-43, f, 292.7407607835, 
018-44, f, 242.6218316615, 
018-45, f, 207.3093513022, 
019-01, f, 181.8096693285, 
019-02, g, 78.2757882758, 
019-03, g, 86.6085322656, 
019-04, f, 167.7381330838, 
019-05, f, 261.2578519076, 
019-06, g, 99.5456652912, 
019-07, g, 76.1668833554, 
019-08, g, 111.0215855580, 
019-09, f, 171.6612437273, 
019-10, g, 88.2400645149, 
019-11, f, 153.5869068819, 
019-12, f, 291.2369239455, 
019-13, f, 180.5986461653, 
019-14, f, 208.4146698343, 
019-15, f, 181.0616161357, 
019-16, f, 185.4316532835, 
019-17, f, 142.3216553626, 
019-18, f, 143.2779305473, 
019-19, f, 151.9944373204, 
019-20, g, 100.0952307631, 
019-21, g, 83.8446540297, 
019-22, g, 86.3214697782, 
019-23, f, 207.8194589432, 
019-24, g, 150.1201277843, 
019-25, g, 79.2856361391, 
019-26, f, 189.2036144190, 
019-27, f, 145.3979557823, 
019-28, f, 167.3276201643, 
019-29, g, 114.2292990033, 
019-30, f, 138.3563172084, 
019-31, g, 106.2316210287, 
019-32, g, 78.9844517391, 
019-33, g, 80.4557222162, 
019-34, g, 102.8234763466, 
019-35, f, 198.7972638216, 
019-36, g, 77.4740612488, 
019-37, g, 88.2585993806, 
019-38, f, 134.5043989274, 
019-39, f, 188.3584174493, 
019-40, g, 125.7487046740, 
019-41, g, 80.0907074670, 
019-42, f, 254.2102235182, 
019-43, f, 181.8981347657, 
019-44, f, 170.5270261961, 
019-45, f, 140.5532878126, 
020-01, f, 299.8186337855, 
020-02, f, 203.3504608303, 
020-03, f, 235.2048586466, 
020-04, g, 225.1873776785, 
020-05, g, 165.7863344740, 
020-06, f, 213.4257895820, 
020-07, f, 351.5931776932, 
020-08, g, 144.8006191081, 
020-09, f, 291.0436646103, 
020-10, f, 273.8648347345, 
020-11, f, 215.7594983902, 
020-12, f, 251.7977989171, 
020-13, f, 203.0624167452, 
020-14, f, 225.5586970746, 
020-15, g, 126.7167617287, 
020-16, f, 580.4277494096, 
020-17, f, 210.4958415836, 
020-18, g, 306.9480317282, 
020-19, g, 126.7511017448, 
